train elbo;val elbo
174.88557565151118;134.31239993755634
123.51159800994091;118.92295123369266
114.21406115018405;113.46484110905574
110.25792566935222;110.9152826162485
107.96889116336138;109.22161268576598
106.48213354257437;108.05336741912059
105.34957911173503;107.40998947926057
104.54165653326572;106.65660163683769
103.88447617750901;106.048950782189
103.30904390383989;105.71806130042442
102.88240471864358;105.34830621572641
102.43451256385217;105.20898574437851
102.10369955209585;104.79987305861253
101.74795305300981;104.95492671086238
101.51582559438852;104.54011154174805
101.22770636142829;104.14171336247371
101.00418100601587;104.40361052293044
100.85585718399439;104.00069505740434
100.56979497273763;103.9808828891852
100.44552766848832;103.96358450865134
100.23888264191456;103.62867081470979
100.15454365656926;103.53939535678961
99.92893800001877;103.38224049103566
99.83865350576548;103.36002398759891
99.68324624086037;103.52172704843375
99.56478341909555;103.35587780292218
99.40848977504632;103.22108968098958
99.33209993411333;103.04941431681316
99.20890669211363;102.8949582026555
99.10778024135492;102.90091226039789
98.99957005427434;102.80585293892102
98.86783054058368;102.8523067572178
98.7849734379695;102.88060026902419
