D_loss;G_loss
0.2789037534272048;5.151901678553522
0.2885954268197261;5.3879067874920645
0.4032928540444832;3.985037800599771
0.514030620948211;3.3196845257968537
0.5977832839877875;2.819808813554646
0.6715553383519655;2.411040984618384
0.7597112249273227;2.0601233290965113
0.8335402336583209;1.8593266814756495
0.8640871330110758;1.7556530146964833
0.8774663485062402;1.6726470984883908
0.9323205856372044;1.5579915952835002
0.9502618429757385;1.4919234683899991
0.9567570354638577;1.452133594672563
0.9680087749383597;1.4555789645292612
1.0048586530471915;1.356479313518447
1.0286014089579267;1.3348141550890673
1.0581581720284052;1.264946453670449
1.0759729966680125;1.241134129099246
1.109087368000799;1.1800687073517455
1.1279147266070726;1.1462945052936895
1.1317696977398797;1.1385485730699894
1.133275681530743;1.1388652824135477
1.1460853733106462;1.1035138025466822
1.159857037479181;1.0991413037278759
1.1758890476053967;1.0638170092344792
1.188778477055686;1.0387215430040095
1.1906513109135983;1.0538363424953876
1.1981110241748631;1.0255892545556717
1.2081596251489766;1.0043816687837084
1.2087504983202482;1.0071403895105635
1.2180486629639606;0.9964315464882962
1.219001472250485;0.9904526275104043
1.2282287966467933;0.9847996348002827
1.2273311768767676;0.9880790355236038
1.2381630991059325;0.9567955820672294
1.2380688540589835;0.962765180924808
1.2405959857679378;0.9578298630872006
1.2456759242996225;0.95464242051151
1.2426062762610186;0.9462445010381467
1.2566299803856849;0.9323921012980089
1.2493972355114626;0.9356934325908547
1.2539781908363676;0.9381834580572938
1.2583487462133234;0.9178786727029886
1.261454406387008;0.9285470693350346
1.2628070793426367;0.9134790819209776
1.265411896746296;0.9135252390461944
1.266497592554926;0.9204309191276778
1.2717103126969165;0.8998800995253297
1.271228652264772;0.9058150358672844
1.27577904750035;0.8962413007770774
1.2702983503402678;0.905764025220993
1.2787558970166677;0.8872529791235161
1.2789220099510161;0.8840304812007367
1.2811463781511352;0.8890731781403393
1.2754639139307586;0.8980231029646737
1.285561213361175;0.877703745227887
1.282499555585735;0.890646505457506
1.2815285130604497;0.8854576389291393
1.2819141233399478;0.8831397957766234
1.2857984359076282;0.8756520610247085
1.2860391563189817;0.8843549401012819
1.2849965710629787;0.8665492823129015
1.2886594908832232;0.8777342725283047
1.2881796797201324;0.87343197679723
1.2904930837881337;0.8760036943690863
1.2905627284477006;0.8636983741066857
1.2925523949076119;0.8749534084852825
1.2909175680517389;0.8740493667278209
1.2888379912894925;0.8666748243735544
1.295293878263502;0.8637335510777512
1.2905312885861915;0.8651836811860741
1.2900718003193707;0.8681749506418639
1.2889331256402836;0.8782052754212036
1.2941860416804805;0.8517954671687917
1.2902537557616163;0.871236239605621
1.2905619512997202;0.8688237721731922
1.2890190347425465;0.867527475171506
1.2877903860260937;0.8722350180530345
1.2890687949621855;0.8666887252823885
1.2889986052187776;0.8728454069796402
1.2915385506554706;0.8627209419380627
1.2926172686538209;0.8652898192659878
1.2926227117398146;0.8656112108149254
1.2871210278986869;0.8738325075554186
1.292305354624669;0.8661373783784635
1.2929758163911702;0.8676472312605965
1.2878589935140061;0.8705013874115974
1.2897843130107627;0.8723446974622161
1.2924992287082713;0.8618913327198802
1.2947143119281288;0.8669315058031062
1.2877523266176172;0.8680304149701905
1.293051669211276;0.8657636399716456
1.2882278207014364;0.8691864175074644
1.2884730817412517;0.8712248355467945
1.2937741166493024;0.8601942796951164
1.2891677649798932;0.875326982947555
1.292717302658919;0.8609470806396338
1.2922906949321853;0.8647794286325288
1.2940761504142777;0.8583395066164704
1.2941861968558988;0.8550793334746412
1.291415473545538;0.8674357522652347
1.2937888257793273;0.8680289222487508
1.2932367341350646;0.8631254695117601
1.2941250102098054;0.8626670944156931
