step;accuracy;loss
0;0.0;4.486795425415039
50;0.16614584624767303;3.128491163253784
100;0.17291668057441711;3.1430044174194336
150;0.22291667759418488;2.852738380432129
200;0.23229168355464935;2.7175397872924805
250;0.265625;2.5661003589630127
300;0.2848958373069763;2.540154218673706
350;0.3239583373069763;2.4748141765594482
400;0.3463541865348816;2.2796759605407715
450;0.3593750298023224;2.2862706184387207
500;0.37187501788139343;2.203911781311035
550;0.37552085518836975;2.1472580432891846
600;0.36250001192092896;2.16892147064209
650;0.3838541805744171;2.141857147216797
700;0.38072919845581055;2.1258385181427
750;0.4151041805744171;2.092939615249634
800;0.4098958671092987;2.082158327102661
850;0.4098958671092987;2.0487849712371826
900;0.40312501788139343;2.048487424850464
950;0.43020835518836975;2.0000436305999756
1000;0.4270833432674408;1.9584449529647827
1050;0.41822919249534607;1.9650238752365112
1100;0.4427083432674408;1.9460238218307495
1150;0.4348958432674408;1.9469693899154663
1200;0.4218750298023224;1.960254192352295
1250;0.4463541805744171;1.837159276008606
1300;0.42135417461395264;1.9450777769088745
1350;0.4479166865348816;1.84146249294281
1400;0.44687503576278687;1.8991166353225708
1450;0.44947919249534607;1.86600661277771
1500;0.452604204416275;1.9446589946746826
1550;0.45625001192092896;1.854940414428711
1600;0.4661458432674408;1.7959340810775757
1650;0.48750001192092896;1.7627309560775757
1700;0.4645833671092987;1.7772808074951172
1750;0.48072919249534607;1.7293893098831177
1800;0.4765625298023224;1.7721387147903442
1850;0.4817708730697632;1.8340357542037964
1900;0.47812503576278687;1.7866812944412231
1950;0.4869791865348816;1.7746752500534058
2000;0.48854169249534607;1.7002434730529785
2050;0.47447919845581055;1.7558825016021729
2100;0.49635419249534607;1.7059462070465088
2150;0.4984375238418579;1.7559012174606323
2200;0.5052083730697632;1.691576600074768
2250;0.48072919249534607;1.7287769317626953
2300;0.5036458373069763;1.681305170059204
2350;0.5072916746139526;1.6589140892028809
2400;0.5177083611488342;1.6537185907363892
2450;0.49375003576278687;1.7254115343093872
2500;0.5020833611488342;1.7018080949783325
2550;0.5046875476837158;1.6678078174591064
2600;0.49375003576278687;1.701082706451416
2650;0.5088542103767395;1.6783404350280762
2700;0.5072916746139526;1.6547315120697021
2750;0.47447919845581055;1.8729643821716309
2800;0.5125000476837158;1.6280137300491333
2850;0.5135416984558105;1.6342374086380005
2900;0.5151041746139526;1.6278210878372192
2950;0.5020833611488342;1.6732834577560425
3000;0.5151041746139526;1.6299728155136108
3050;0.5171875357627869;1.631651759147644
3100;0.5171875357627869;1.5607020854949951
3150;0.5203125476837158;1.638373851776123
3200;0.5250000357627869;1.6111384630203247
3250;0.53125;1.556231141090393
3300;0.5041667222976685;1.6369374990463257
3350;0.518750011920929;1.6478650569915771
3400;0.5260416865348816;1.5739667415618896
3450;0.5229166746139526;1.5675755739212036
3500;0.5447916984558105;1.535559892654419
3550;0.5364583730697632;1.5654417276382446
3600;0.5239583849906921;1.5931811332702637
3650;0.5171875357627869;1.6109710931777954
3700;0.5479167103767395;1.51376473903656
3750;0.5369791984558105;1.5554054975509644
3800;0.5562500357627869;1.51405930519104
3850;0.5067708492279053;1.6937953233718872
3900;0.5307291746139526;1.5483468770980835
3950;0.5395833849906921;1.5303548574447632
4000;0.53125;1.543905258178711
4050;0.5369791984558105;1.5451996326446533
4100;0.5291666984558105;1.5156749486923218
4150;0.5302083492279053;1.5316351652145386
4200;0.5333333611488342;1.5712053775787354
4250;0.546875;1.4944889545440674
4300;0.5598958730697632;1.4640356302261353
4350;0.5682291984558105;1.465830683708191
4400;0.5526041984558105;1.5050806999206543
4450;0.5505208373069763;1.5396255254745483
4500;0.5385416746139526;1.5146898031234741
4550;0.5223958492279053;1.5416282415390015
4600;0.5807291865348816;1.4036959409713745
4650;0.5604166984558105;1.509434461593628
4700;0.5385416746139526;1.5301119089126587
4750;0.5338541865348816;1.5417664051055908
4800;0.5395833849906921;1.5390851497650146
4850;0.5322917103767395;1.533097743988037
4900;0.5583333373069763;1.4942904710769653
4950;0.5557292103767395;1.5185515880584717
5000;0.5416666865348816;1.5037366151809692
5050;0.5192708373069763;1.6188496351242065
5100;0.5541666746139526;1.4472137689590454
5150;0.5546875;1.5210057497024536
5200;0.5541666746139526;1.454587459564209
5250;0.5473958849906921;1.4745832681655884
5300;0.5427083373069763;1.5082225799560547
5350;0.5666667222976685;1.4366652965545654
5400;0.5385416746139526;1.4934219121932983
5450;0.5463541746139526;1.5215681791305542
5500;0.5833333730697632;1.42122483253479
5550;0.5427083373069763;1.53337824344635
5600;0.5473958849906921;1.4687544107437134
5650;0.5520833730697632;1.4738677740097046
5700;0.5708333849906921;1.4437865018844604
5750;0.5437500476837158;1.505798578262329
5800;0.5437500476837158;1.54045569896698
5850;0.5479167103767395;1.4977298974990845
5900;0.5520833730697632;1.4667786359786987
5950;0.5354167222976685;1.5200825929641724
6000;0.5552083849906921;1.456109642982483
6050;0.5739583373069763;1.439898133277893
6100;0.5760416984558105;1.428835153579712
6150;0.5484375357627869;1.4617061614990234
6200;0.5369791984558105;1.5054765939712524
6250;0.5250000357627869;1.5835306644439697
6300;0.5463541746139526;1.4848930835723877
6350;0.5546875;1.4555150270462036
6400;0.5692708492279053;1.4235491752624512
6450;0.5604166984558105;1.4964145421981812
6500;0.5651041865348816;1.4404555559158325
6550;0.5515625476837158;1.4900238513946533
6600;0.5484375357627869;1.457410216331482
6650;0.5567708611488342;1.4423975944519043
6700;0.5645833611488342;1.4316338300704956
6750;0.5635417103767395;1.4331499338150024
6800;0.5713542103767395;1.4343187808990479
6850;0.5473958849906921;1.5155037641525269
6900;0.5546875;1.4614313840866089
6950;0.5770833492279053;1.412616491317749
7000;0.5567708611488342;1.4601277112960815
7050;0.5723958611488342;1.411578893661499
7100;0.5708333849906921;1.4126451015472412
7150;0.550000011920929;1.4589649438858032
7200;0.5802083611488342;1.3685743808746338
7250;0.5739583373069763;1.4292317628860474
7300;0.5630208849906921;1.434650182723999
7350;0.5713542103767395;1.4060829877853394
7400;0.5703125;1.4444293975830078
7450;0.5437500476837158;1.5073903799057007
7500;0.5661458373069763;1.416935682296753
7550;0.5593750476837158;1.4539810419082642
7600;0.5885416865348816;1.3772386312484741
7650;0.5541666746139526;1.4739131927490234
7700;0.5760416984558105;1.4116376638412476
7750;0.5505208373069763;1.477070689201355
7800;0.5541666746139526;1.4561342000961304
7850;0.5625;1.4370875358581543
7900;0.5854166746139526;1.397989273071289
7950;0.5723958611488342;1.434526801109314
8000;0.5833333730697632;1.3572933673858643
8050;0.5427083373069763;1.4383221864700317
8100;0.5708333849906921;1.4175633192062378
8150;0.5708333849906921;1.4149945974349976
8200;0.5750000476837158;1.436974287033081
8250;0.5906250476837158;1.3579357862472534
8300;0.5765625238418579;1.4007097482681274
8350;0.5843750238418579;1.3775501251220703
8400;0.5588542222976685;1.4279377460479736
8450;0.5729166865348816;1.4109842777252197
8500;0.5718750357627869;1.3880294561386108
8550;0.5828125476837158;1.3767955303192139
8600;0.5864583849906921;1.3892037868499756
8650;0.5687500238418579;1.4053988456726074
8700;0.5739583373069763;1.4094816446304321
8750;0.5869792103767395;1.361039638519287
8800;0.5625;1.4224181175231934
8850;0.573437511920929;1.41269052028656
8900;0.581250011920929;1.3775314092636108
8950;0.5640625357627869;1.463957667350769
9000;0.5781250596046448;1.3910797834396362
9050;0.5765625238418579;1.4186245203018188
9100;0.5791667103767395;1.3909668922424316
9150;0.5463541746139526;1.4742051362991333
9200;0.5911458730697632;1.3765171766281128
9250;0.5614583492279053;1.418954849243164
9300;0.5869792103767395;1.3838931322097778
9350;0.5713542103767395;1.426916241645813
9400;0.5776041746139526;1.3992125988006592
9450;0.565625011920929;1.4408447742462158
9500;0.5927083492279053;1.3193100690841675
9550;0.5526041984558105;1.4950484037399292
9600;0.5895833373069763;1.3577114343643188
9650;0.5843750238418579;1.3949671983718872
9700;0.5848958492279053;1.3668112754821777
9750;0.5651041865348816;1.4506715536117554
9800;0.5765625238418579;1.3813591003417969
9850;0.5833333730697632;1.395477056503296
9900;0.5786458849906921;1.3749892711639404
9950;0.5744792222976685;1.4361400604248047
10000;0.589062511920929;1.3672577142715454
10050;0.5947917103767395;1.3740018606185913
10100;0.5875000357627869;1.389516830444336
10150;0.5760416984558105;1.374889850616455
10200;0.5713542103767395;1.3916432857513428
10250;0.5791667103767395;1.363950490951538
